,EventTemplate,Occurrences
461,"Block {rdd_42_2} stored as bytes in memory (estimated size {850.0 B}, free {806.5 KB})",1
462,"Block {rdd_42_1} stored as bytes in memory (estimated size {935.0 B}, free {807.4 KB})",1
463,"Block {rdd_42_3} stored as bytes in memory (estimated size {930.0 B}, free {808.4 KB})",1
464,Times: total = 42; boot = 25; init = 16; finish = 1,1
465,"Note: The input log messages may contain placeholders for variables, which will be replaced with actual values when you run the program.",1
466,Times: total = 41; boot = 21; init = 20; finish = 0,2
467,Times: total = 41; boot = 20; init = 20; finish = 1,1
468,"Partition {rdd_42_5} not found, computing it",1
469,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:36460+7292},1
470,Times: total = 42; boot = 23; init = 19; finish = 0,1
471,Times: total = 42; boot = 20; init = 21; finish = 1,2
472,Running task {8.0} in stage {26.0} (TID {1208}),1
473,"Partition {rdd_42_6} not found, computing it",1
474,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:43752+7292},1
475,"Partition {rdd_42_7} not found, computing it",1
476,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:51044+7292},1
477,"Partition {rdd_42_8} not found, computing it",1
478,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:58336+7292},1
479,"Partition {rdd_42_9} not found, computing it",1
480,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:65628+7292},1
481,"Block {rdd_42_5} stored as bytes in memory (estimated size {930.0 B}, free {809.3 KB})",1
482,Please provide the output of the log message's template.,10
483,"Block {rdd_42_6} stored as bytes in memory (estimated size {559.0 B}, free {809.8 KB})",1
484,"Block {rdd_42_9} stored as bytes in memory (estimated size {950.0 B}, free {810.7 KB})",1
485,"Block {rdd_42_8} stored as bytes in memory (estimated size {869.0 B}, free {811.6 KB})",1
486,"Block {rdd_42_7} stored as bytes in memory (estimated size {640.0 B}, free {812.2 KB})",1
487,Times: total = 45; boot = 19; init = 26; finish = 0,1
488,Running task {10.0} in stage {26.0} (TID {1210}),1
489,"Partition {rdd_42_10} not found, computing it",1
490,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOP.log:72920+7292},1
491,Times: total = 41; boot = 24; init = 17; finish = 0,1
492,Finished task {8.0} in stage {26.0} (TID {1208}). {2703} bytes result sent to driver,1
493,Times: total = 42; boot = 22; init = 19; finish = 1,4
494,Running task {11.0} in stage {26.0} (TID {1211}),1
495,Running task {stage} in {tid},9
496,1213,1
497,Running task {13.0} in stage {26.0} (TID {1213}),1
498,"Partition {rdd_42_11} not found, computing it",1
499,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:80212+7292},1
500,1214,1
501,Running task {14.0} in stage {26.0} (TID {1214}),1
502,"Partition {rdd_42_12} not found, computing it",1
503,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:87504+7292},1
504,"Partition {rdd_42_13} not found, computing it",1
505,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:94796+7292},1
506,"Partition {rdd_42_14} not found, computing it",1
507,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:102088+7292},1
508,"Block {rdd_42_10} stored as bytes in memory (estimated size {948.0 B}, free {813.1 KB})",1
509,"Block {rdd_42_11} stored as bytes in memory (estimated size {920.0 B}, free {814.0 KB})",1
510,"Block {rdd_42_13} stored as bytes in memory (estimated size {912.0 B}, free {814.9 KB})",1
511,"Block {rdd_42_12} stored as bytes in memory (estimated size {852.0 B}, free {815.8 KB})",1
512,"Block {rdd_42_14} stored as bytes in memory (estimated size {834.0 B}, free {816.6 KB})",1
513,Times: total = 42; boot = 17; init = 24; finish = 1,2
514,Running task {15.0} in stage {26.0} (TID {1215}),1
515,"Partition {rdd_42_15} not found, computing it",1
516,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:109380+7292},1
517,Times: total = 39; boot = 20; init = 18; finish = 1,2
518,Times: total = 40; boot = 22; init = 18; finish = 0,1
519,1217,1
520,Times: total = 39; boot = 24; init = 14; finish = 1,1
521,Running task {17.0} in stage {26.0} (TID {1217}),1
522,"Partition {rdd_42_16} not found, computing it",1
523,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:116672+7292},1
524,"Partition {rdd_42_17} not found, computing it",1
525,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:123964+7292},1
526,Running task {18.0} in stage {26.0} (TID {1218}),1
527,1219,1
528,Running task {19.0} in stage {26.0} (TID {1219}),1
529,"Partition {rdd_42_18} not found, computing it",1
530,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:131256+7292},1
531,"Partition {rdd_42_19} not found, computing it",1
532,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:138548+7292},1
533,"Block {rdd_42_15} stored as bytes in memory (estimated size {913.0 B}, free {817.5 KB})",1
534,"Block {rdd_42_16} stored as bytes in memory (estimated size {748.0 B}, free {818.2 KB})",1
535,"Block {rdd_42_17} stored as bytes in memory (estimated size {836.0 B}, free {819.0 KB})",1
536,"Block {rdd_42_19} stored as bytes in memory (estimated size {920.0 B}, free {819.9 KB})",1
537,"Block {rdd_42_18} stored as bytes in memory (estimated size {955.0 B}, free {820.8 KB})",1
538,Times: total = 38; boot = 16; init = 22; finish = 0,1
539,"Partition {rdd_42_20} not found, computing it",1
540,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:145840+7292},1
541,Times: total = 38; boot = 24; init = 14; finish = 0,1
542,Times: total = 43; boot = 23; init = 19; finish = 1,1
543,Running task {21.0} in stage {26.0} (TID {1221}),1
544,Running task {22.0} in stage {26.0} (TID {1222}),1
545,"Partition {rdd_42_21} not found, computing it",1
546,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:153132+7292},1
547,"Partition {rdd_42_22} not found, computing it",1
548,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log}:{160424+7292},1
549,Times: total = 38; boot = 20; init = 18; finish = 0,1
550,Running task {23}.{0} in stage {26}.{0} (TID {1223}),1
551,"Partition {rdd_42_23} not found, computing it",1
552,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:167716+7292},1
553,"Partition {rdd_42_24} not found, computing it",1
554,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:175008+7292},1
555,"Block {rdd_42_20} stored as bytes in memory (estimated size {917.0 B}, free {821.7 KB})",1
556,"Block {rdd_42_22} stored as bytes in memory (estimated size {737.0 B}, free {822.5 KB})",1
557,"Block {rdd_42_21} stored as bytes in memory (estimated size {922.0 B}, free {823.4 KB})",1
558,"Block {rdd_42_24} stored as bytes in memory (estimated size {858.0 B}, free {824.2 KB})",1
559,Times: total = 40; boot = 13; init = 26; finish = 1,1
560,"Block {rdd_42_23} stored as bytes in memory (estimated size {914.0 B}, free {825.1 KB})",1
561,Finished task {20.0} in stage {26.0} (TID {1220}). {2703} bytes result sent to driver,1
562,Running task {25.0} in stage {26.0} (TID {1225}),1
563,"Partition {rdd_42_25} not found, computing it",1
564,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:182300+7292},1
565,Times: total = 39; boot = 23; init = 16; finish = 0,2
566,Finished task {22.0} in stage {26.0} (TID {1222}). {2703} bytes result sent to driver,1
567,Finished task {21.0} in stage {26.0} (TID {1221}). {2705} bytes result sent to driver,1
568,1226,1
569,Running task {27.0} in stage {26.0} (TID {1227}),1
570,"Partition {rdd_42_26} not found, computing it",1
571,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:189592+7292},1
572,Times: total = 38; boot = 21; init = 17; finish = 0,1
573,Times: total = 42; boot = 20; init = 22; finish = 0,1
574,"Partition {rdd_42_27} not found, computing it",1
575,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:196884+7292},1
576,Finished task {23}.0 in stage {26}.0 (TID {1223}). {2703} bytes result sent to driver,1
577,Finished task {24.0} in stage {26.0} (TID {1224}). {2703} bytes result sent to driver,1
578,Running task {28.0} in stage {26.0} (TID {1228}),1
579,Running task {29.0} in stage {26.0} (TID {1229}),1
580,"Partition {rdd_42_28} not found, computing it",1
581,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:204176+7292},1
582,"Partition {rdd_42_29} not found, computing it",1
583,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:211468+7292},1
584,"Block {rdd_42_25} stored as bytes in memory (estimated size {950.0 B}, free {826.0 KB})",1
585,"Block {rdd_42_27} stored as bytes in memory (estimated size {790.0 B}, free {826.8 KB})",1
586,"Block {rdd_42_26} stored as bytes in memory (estimated size {872.0 B}, free {827.6 KB})",1
587,"Block {rdd_42_28} stored as bytes in memory (estimated size {901.0 B}, free {828.5 KB})",1
588,Finished task {25.0} in stage {26.0} (TID {1225}). {2705} bytes result sent to driver,1
589,"Block {rdd_42_29} stored as bytes in memory (estimated size {901.0 B}, free {829.4 KB})",1
590,"Partition {rdd_42_30} not found, computing it",1
591,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:218760+7292},1
592,Times: total = 38; boot = 34; init = 4; finish = 0,1
593,Times: total = 42; boot = 24; init = 17; finish = 1,3
594,Running task {stage} in {TID},6
595,"Partition {rdd_42_31} not found, computing it",1
596,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:226052+7292},1
597,"Partition {rdd_42_32} not found, computing it",1
598,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:233344+7292},1
599,Finished task {28.0} in stage {26.0} (TID {1228}). {2705} bytes result sent to driver,1
600,Finished task {29.0} in stage {26.0} (TID {1229}). {2705} bytes result sent to driver,1
601,Running task {33.0} in stage {26.0} (TID {1233}),1
602,"Partition {rdd_42_34} not found, computing it",1
603,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:247928+7292},1
604,"Partition {rdd_42_33} not found, computing it",1
605,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:240636+7292},1
606,"Block {rdd_42_30} stored as bytes in memory (estimated size {906.0 B}, free {830.3 KB})",1
607,"Block {rdd_42_31} stored as bytes in memory (estimated size {827.0 B}, free {831.1 KB})",1
608,"Block {rdd_42_32} stored as bytes in memory (estimated size {993.0 B}, free {832.1 KB})",1
609,"Block {rdd_42_34} stored as bytes in memory (estimated size {842.0 B}, free {832.9 KB})",1
610,"Partition {rdd_42_35} not found, computing it",1
611,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/}2kSOPS.log:{255220+7292},1
612,"Block {rdd_42_33} stored as bytes in memory (estimated size {869.0 B}, free {833.7 KB})",1
613,Times: total = 42; boot = 24; init = 18; finish = 0,1
614,Running task {37.0} in stage {26.0} (TID {1237}),1
615,"Partition {rdd_42_36} not found, computing it",1
616,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:262512+7292},1
617,"Partition {rdd_42_37} not found, computing it",1
618,Times: total = 43; boot = 17; init = 25; finish = 1,1
619,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:269804+7292},1
620,Running task {38.0} in stage {26.0} (TID {1238}),1
621,1239,1
622,Running task {39.0} in stage {26.0} (TID {1239}),1
623,"Partition {rdd_42_38} not found, computing it",1
624,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:277096+7292},1
625,"Partition {rdd_42_39} not found, computing it",1
626,Input split: {hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:284388+7303},1
627,"Block {rdd_42_35} stored as bytes in memory (estimated size {917.0 B}, free {834.6 KB})",1
628,"Block {rdd_42_37} stored as bytes in memory (estimated size {939.0 B}, free {835.5 KB})",1
629,"Block {rdd_42_36} stored as bytes in memory (estimated size {912.0 B}, free {836.4 KB})",1
630,Times: total = 41; boot = 9; init = 31; finish = 1,1
631,"Block {rdd_42_38} stored as bytes in memory (estimated size {974.0 B}, free {837.4 KB})",1
632,"Block {rdd_42_39} stored as bytes in memory (estimated size {877.0 B}, free {838.2 KB})",1
633,Times: total = 40; boot = 24; init = 16; finish = 0,1
634,Times: total = 40; boot = 13; init = 27; finish = 0,1
635,Finished task {total} in stage {stage}. ({TID}) 2703 bytes result sent to driver,1
636,"Block broadcast_38_piece0 stored as bytes in memory (estimated size {size}, free {free})",1
637,"Block broadcast_38 stored as values in memory (estimated size {size}, free {free})",1
638,Found block {block} locally,31
639,"Times: total = 39, boot = -108, init = 146, finish = 1",1
640,Times: total = 41; boot = -71; init = 111; finish = 1,1
641,"Times: total = 39, boot = -64, init = 102, finish = {1}",1
642,Finished task {2.0} in stage {27.0} (TID {1242}). {2523} bytes result sent to driver,1
643,Running task {7.0} in stage {27.0} (TID {1247}),1
644,Found block {rdd_42_5} locally,3
645,Running task {8.0} in stage {27.0} (TID {1248}),1
646,Running task {9.0} in stage {27.0} (TID {1249}),1
647,Found block {rdd_42_7} locally,3
648,Found block {rdd_42_6} locally,3
649,Times: total = 40; boot = 26; init = 13; finish = 1,1
650,Times: total = 40; boot = 15; init = 25; finish = 0,3
651,Running task {10.0} in stage {27.0} (TID {1250}),1
652,Times: total = 43; boot = 13; init = 29; finish = 1,1
653,Finished task {8}.0 in stage {27.0} (TID {1248}). {2263} bytes result sent to driver,1
654,Found block {rdd_42_10} locally,3
655,1252,1
656,Running task {13.0} in stage {27.0} (TID {1253}),1
657,1254,1
658,Running task {14.0} in stage {27.0} (TID {1254}),1
659,Found block {rdd_42_11} locally,3
660,Found block {rdd_42_12} locally,3
661,Found block {rdd_42_13} locally,3
662,Found block {rdd_42_14} locally,3
663,Times: total = 40; boot = 14; init = 25; finish = 1,2
664,1255,1
665,Running task {15.0} in stage {27.0} (TID {1255}),1
666,Times: total = 39; boot = 12; init = 26; finish = 1,1
667,Times: total = 40; boot = 10; init = 29; finish = 1,1
668,Times: total = 41; boot = 11; init = 29; finish = 1,3
669,Found block {rdd_42_15} locally,3
670,1256,1
671,Running task {16.0} in stage {27.0} (TID {1256}),1
672,Running task {17.0} in stage {27.0} (TID {1257}),1
673,1258,1
674,Running task {18.0} in stage {27.0} (TID {1258}),1
675,1259,1
676,Running task {19.0} in stage {27.0} (TID {1259}),1
677,Found block {rdd_42_16} locally,3
678,Found block {rdd_42_17} locally,3
679,Found block {rdd_42_19} locally,3
680,Found block {rdd_42_18} locally,3
681,Times: total = 42; boot = 19; init = 22; finish = 1,2
682,Times: total = 39; boot = 15; init = 24; finish = 0,2
683,Times: total = 40; boot = 14; init = 26; finish = 0,2
684,Times: total = 39; boot = 13; init = 25; finish = 1,1
685,Found block {rdd_42_20} locally,3
686,Running task {21.0} in stage {27.0} (TID {1261}),1
687,Times: total = 42; boot = 16; init = 25; finish = 1,4
688,1262,1
689,Running task {22}.{0} in stage {27}.{0} (TID {1262}),1
690,Found block {rdd_42_21} locally,3
691,Running task {23}.{0} in stage {27}.{0} (TID {1263}),1
692,Running task {24}.0 in stage {27}.0 (TID {1264}),1
693,Found block {rdd_42_22} locally,3
694,Found block {rdd_42_24} locally,3
695,Found block {rdd_42_23} locally,3
696,Times: total = 40; boot = 17; init = 22; finish = 1,1
697,Finished task {20.0} in stage {27.0} (TID {1260}). {2355} bytes result sent to driver,1
698,Times: total = 41; boot = 19; init = 21; finish = 1,3
699,1265,1
700,Running task {25.0} in stage {27.0} (TID {1265}),1
701,Finished task {21.0} in stage {27.0} (TID {1261}). {2486} bytes result sent to driver,1
702,Times: total = 41; boot = 14; init = 25; finish = 2,1
703,Running task {26.0} in stage {27.0} (TID {1266}),1
704,Found block {rdd_42_25} locally,3
705,Finished task {22.0} in stage {27.0} (TID {1262}). {2171} bytes result sent to driver,1
706,Finished task {24.0} in stage {27.0} (TID {1264}). {2592} bytes result sent to driver,1
707,Finished task {23}.0 in stage {27}.0 (TID {1263}). {2385} bytes result sent to driver,1
708,Found block {rdd_42_26} locally,3
709,Running task {28.0} in stage {27.0} (TID {1268}),1
710,1269,1
711,Running task {29.0} in stage {27.0} (TID {1269}),1
712,Found block {rdd_42_27} locally,3
713,Times: total = 42; boot = 14; init = 27; finish = 1,1
714,Times: total = 41; boot = 35; init = 5; finish = 1,1
715,Times: total = 41; boot = 34; init = 6; finish = 1,1
716,Times: total = 42; boot = 34; init = 7; finish = 1,1
717,Finished task {27.0} in stage {27.0} (TID {1267}). {2182} bytes result sent to driver,1
718,Finished task {28.0} in stage {27.0} (TID {1268}). {2349} bytes result sent to driver,1
719,Finished task {26.0} in stage {27.0} (TID {1266}). {2267} bytes result sent to driver,1
720,Finished task {25.0} in stage {27.0} (TID {1265}). {2355} bytes result sent to driver,1
721,Running task {33.0} in stage {27.0} (TID {1273}),1
722,Found block {rdd_42_31} locally,2
723,Found block {rdd_42_32} locally,3
724,Found block {rdd_42_33} locally,2
725,Times: total = 108; boot = 28; init = 79; finish = 1,1
726,Finished task {29.0} in stage {27.0} (TID {1269}). {2349} bytes result sent to driver,1
727,Found block {rdd_42_34} locally,2
728,Times: total = 40; boot = -27; init = 66; finish = 1,1
729,Times: total = 41; boot = -24; init = 64; finish = 1,1
730,Times: total = 41; boot = -15; init = 55; finish = 1,1
731,1275,1
732,Running task {37.0} in stage {27.0} (TID {1277}),1
733,Running task {38.0} in stage {27.0} (TID {1278}),1
734,Found block {rdd_42_35} locally,2
735,Found block {rdd_42_37} locally,2
736,Found block {rdd_42_36} locally,2
737,1279,1
738,Running task {39.0} in stage {27.0} (TID {1279}),1
739,Times: total = 41; boot = 31; init = 9; finish = 1,1
740,Times: total = 39; boot = 27; init = 11; finish = 1,1
741,Times: total = 40; boot = 20; init = 19; finish = 1,3
742,Times: total = 42; boot = 27; init = 14; finish = 1,1
743,Times: total = 39; boot = 17; init = 21; finish = 1,1
744,Finished task {total} in stage {stage}. ({bytes} result sent to driver),1
745,"Block broadcast_39_piece0 stored as bytes in memory (estimated size {size}, free {free})",1
746,Reading broadcast variable {total} took {ms},1
747,"Block broadcast_39 stored as values in memory (estimated size {size}, free {free})",1
748,"Times: total = 39, boot = -790, init = 829, finish = {finish}",1
749,Times: total = 38; boot = -784; init = 822; finish = 0,1
750,"Times: total = 39, boot = -784, init = 823, finish = {finish}",1
751,Times: total = 41; boot = -768; init = 809; finish = 0,1
752,Times: total = 49; boot = -793; init = 841; finish = 1,1
753,Running task {7.0} in stage {28.0} (TID {1287}),1
754,Running task {8.0} in stage {28.0} (TID {1288}),1
755,Running task {9.0} in stage {28.0} (TID {1289}),1
756,Times: total = 40; boot = 16; init = 24; finish = 0,1
757,Times: total = 42; boot = 13; init = 29; finish = 0,1
758,1290,1
759,Running task {10.0} in stage {28.0} (TID {1290}),1
760,1291,1
761,1292,1
762,Finished task {8}.0 in stage {28}.0 (TID {1288}). {2087} bytes result sent to driver,1
763,1293,1
764,Running task {13.0} in stage {28.0} (TID {1293}),1
765,1294,1
766,Running task {14.0} in stage {28.0} (TID {1294}),1
767,Times: total = 40; boot = 21; init = 19; finish = 0,1
768,Times: total = 39; boot = 19; init = 20; finish = 0,1
769,1295,1
770,Running task {15.0} in stage {28.0} (TID {1295}),1
771,1296,1
772,Running task {16.0} in stage {28.0} (TID {1296}),1
773,Times: total = 41; boot = 12; init = 28; finish = 1,1
774,Running task {17.0} in stage {28.0} (TID {1297}),1
775,Running task {18.0} in stage {28.0} (TID {1298}),1
776,Running task {19.0} in stage {28.0} (TID {1299}),1
777,Running task {22}.{0} in stage {28}.{0} (TID {1302}),1
778,Running task {23}.{0} in stage {28}.{0} (TID {1303}),1
779,Finished task {21.0} in stage {28.0} (TID {1301}). {2087} bytes result sent to driver,1
780,1305,1
781,1306,1
782,Finished task {22.0} in stage {28.0} (TID {1302}). 2087 bytes result sent to driver,1
783,Running task {26.0} in stage {28.0} (TID {1306}),1
784,Times: total = 39; boot = 15; init = 23; finish = 1,2
785,Running task {27.0} in stage {28.0} (TID {1307}),1
786,Finished task {24.0} in stage {28.0} (TID {1304}). {2087} bytes result sent to driver,1
787,Times: total = 43; boot = 15; init = 27; finish = 1,3
788,Finished task {23}.0 in stage {28}.0 (TID {1303}). {2087} bytes result sent to driver,1
789,Running task {29.0} in stage {28.0} (TID {1309}),1
790,Times: total = 41; boot = 17; init = 23; finish = 1,1
791,Finished task {25.0} in stage {28.0} (TID {1305}). 2087 bytes result sent to driver,1
792,Finished task {26.0} in stage {28.0} (TID {1306}). {2087} bytes result sent to driver,1
793,Times: total = 40; boot = 27; init = 13; finish = 0,1
794,Finished task {27.0} in stage {28.0} (TID {1307}). {2087} bytes result sent to driver,1
795,1313,1
796,Running task {33.0} in stage {28.0} (TID {1313}),1
797,Finished task {29.0} in stage {28.0} (TID {1309}). 2087 bytes result sent to driver,1
798,1314,1
799,Running task {37.0} in stage {28.0} (TID {1317}),1
800,Running task {38.0} in stage {28.0} (TID {1318}),1
801,1319,1
802,Running task {39.0} in stage {28.0} (TID {1319}),1
803,"Block broadcast_40_piece0 stored as bytes in memory (estimated size {size}, free {free})",1
804,"Block broadcast_{40} stored as values in memory (estimated size {size}, free {free})",1
805,Times: total = 40; boot = -79; init = 118; finish = 1,1
806,"Times: total = 39, boot = -75, init = 113, finish = 1",1
807,Times: total = 40; boot = -80; init = 119; finish = 1,1
808,Times: total = 41; boot = -85; init = 125; finish = 1,1
809,Running task {7.0} in stage {29.0} (TID {1327}),1
810,Running task {8.0} in stage {29.0} (TID {1328}),1
811,Times: total = 39; boot = 18; init = 20; finish = 1,3
812,Times: total = 41; boot = 16; init = 24; finish = 1,1
813,Times: total = 43; boot = 25; init = 17; finish = 1,1
814,Finished task {8}.0 in stage {29.0} (TID {1328}). {2128} bytes result sent to driver,1
815,Running task {10.0} in stage {29.0} (TID {1330}),1
816,Running task {14.0} in stage {29.0} (TID {1334}),1
817,Times: total = 39; boot = 19; init = 19; finish = 1,1
818,Times: total = 41; boot = 21; init = 19; finish = 1,1
819,Times: total = 42; boot = 18; init = 23; finish = 1,2
820,Running task {15.0} in stage {29.0} (TID {1335}),1
821,Running task {16.0} in stage {29.0} (TID {1336}),1
822,1337,1
823,Running task {17.0} in stage {29.0} (TID {1337}),1
824,Running task {18.0} in stage {29.0} (TID {1338}),1
825,1339,1
826,Running task {19.0} in stage {29.0} (TID {1339}),1
827,Times: total = 41; boot = 27; init = 14; finish = 0,1
828,Times: total = 41; boot = 15; init = 25; finish = 1,2
829,Running task {22}.{0} in stage {29}.{0} (TID {1342}),1
830,Running task {23}.{0} in stage {29}.{0} (TID {1343}),1
831,Times: total = 39; boot = 16; init = 22; finish = 1,1
832,Times: total = 41; boot = 18; init = 22; finish = 1,1
833,Finished task {21}.{0} in stage {29}.{0} (TID {1341}). {2128} bytes result sent to driver,1
834,Finished task {22.0} in stage {29.0} (TID {1342}). {2171} bytes result sent to driver,1
835,Finished task {23}.0 in stage {29}.0 (TID {1343}). {2171} bytes result sent to driver,1
836,Finished task {20.0} in stage {29.0} (TID {1340}). {2128} bytes result sent to driver,1
837,Finished task {24.0} in stage {29.0} (TID {1344}). {2128} bytes result sent to driver,1
838,1346,1
839,Running task {26.0} in stage {29.0} (TID {1346}),1
840,Running task {27.0} in stage {29.0} (TID {1347}),1
841,Running task {28.0} in stage {29.0} (TID {1348}),1
842,Times: total = 41; boot = 23; init = 17; finish = 1,1
843,Finished task {25.0} in stage {29.0} (TID {1345}). {2128} bytes result sent to driver,1
844,Finished task {28.0} in stage {29.0} (TID {1348}). {2128} bytes result sent to driver,1
845,Finished task {27.0} in stage {29.0} (TID {1347}). {2128} bytes result sent to driver,1
846,Finished task {26.0} in stage {29.0} (TID {1346}). {2128} bytes result sent to driver,1
847,Times: total = 43; boot = 14; init = 28; finish = 1,1
848,Running task {33.0} in stage {29.0} (TID {1353}),1
849,Finished task {29.0} in stage {29.0} (TID {1349}). {2128} bytes result sent to driver,1
